序号,日期,股票,代码,买卖,操作摘要,交易结果,成交价,数量(股),成交金额(元),手续费税费滑点(元),买卖理由,本次已实现盈亏(元),本次收益率(%),交易后持股(股),持仓状态,现金变化(元),选股理由,买卖依据对照,结构比例,锚点低/高,锚点日期
237,2026-02-05,赤峰黄金,sh.600988,卖出,"卖出赤峰黄金(sh.600988) 600股，成交价36.52，成交金额21,912.00元，现金+21,885.09元，本次盈利+4,330.21元，收益率+24.67%，剩余600股","盈利4,330.21元 (+24.67%)",36.52,600,21912.0,26.91,止盈条件=volume_node_break:2026-02-03；14:55收盘代理价成交,4330.21,24.6667,600,持有600股,21885.09,,,,,
238,2026-02-06,赤峰黄金,sh.600988,卖出,"卖出赤峰黄金(sh.600988) 600股，成交价36.7，成交金额22,020.00元，现金+21,992.98元，本次盈利+1,176.83元，收益率+5.65%，清仓","盈利1,176.83元 (+5.65%)",36.7,600,22020.0,27.02,止盈条件=maximum_profit_half；14:55收盘代理价成交,1176.83,5.6534,0,清仓,21992.98,,,,,
239,2026-02-06,中原传媒,sz.000719,卖出,"卖出中原传媒(sz.000719) 22300股，成交价13.1，成交金额292,130.00元，现金+291,813.04元，本次亏损-8,074.29元，收益率-2.69%，清仓","亏损-8,074.29元 (-2.69%)",13.1,22300,292130.0,316.96,收盘条件止损；14:55收盘代理价成交,-8074.29,-2.6924,0,清仓,291813.04,,,,,
240,2026-02-24,横店东磁,sz.002056,买入,"买入横店东磁(sz.002056) 900股，成交价20.18，成交金额18,162.00元，现金-18,176.08元，交易后持股900股",建仓成本14.08元,20.18,900,18162.0,14.08,L1；价值线网格第1份；开盘已触发成交,-14.08,,900,持有900股,-18176.08,,,,,
241,2026-02-24,横店东磁,sz.002056,买入,"买入横店东磁(sz.002056) 900股，成交价20.18，成交金额18,162.00元，现金-18,176.08元，交易后持股1800股",建仓成本14.08元,20.18,900,18162.0,14.08,L2；价值线网格第2份；开盘已触发成交,-14.08,,1800,持有1800股,-18176.08,,,,,
242,2026-02-24,横店东磁,sz.002056,买入,"买入横店东磁(sz.002056) 900股，成交价20.18，成交金额18,162.00元，现金-18,176.08元，交易后持股2700股",建仓成本14.08元,20.18,900,18162.0,14.08,L3；价值线网格第3份；开盘已触发成交,-14.08,,2700,持有2700股,-18176.08,,,,,
243,2026-02-24,横店东磁,sz.002056,买入,"买入横店东磁(sz.002056) 900股，成交价20.18，成交金额18,162.00元，现金-18,176.08元，交易后持股3600股",建仓成本14.08元,20.18,900,18162.0,14.08,L4；价值线网格第4份；开盘已触发成交,-14.08,,3600,持有3600股,-18176.08,,,,,
244,2026-02-24,横店东磁,sz.002056,买入,"买入横店东磁(sz.002056) 900股，成交价20.18，成交金额18,162.00元，现金-18,176.08元，交易后持股4500股",建仓成本14.08元,20.18,900,18162.0,14.08,L5；价值线网格第5份；开盘已触发成交,-14.08,,4500,持有4500股,-18176.08,,,,,
245,2026-02-24,横店东磁,sz.002056,买入,"买入横店东磁(sz.002056) 900股，成交价20.18，成交金额18,162.00元，现金-18,176.08元，交易后持股5400股",建仓成本14.08元,20.18,900,18162.0,14.08,L6；价值线网格第6份；开盘已触发成交,-14.08,,5400,持有5400股,-18176.08,,,,,
246,2026-02-24,横店东磁,sz.002056,买入,"买入横店东磁(sz.002056) 900股，成交价20.18，成交金额18,162.00元，现金-18,176.08元，交易后持股6300股",建仓成本14.08元,20.18,900,18162.0,14.08,L7；价值线网格第7份；开盘已触发成交,-14.08,,6300,持有6300股,-18176.08,,,,,
247,2026-02-24,横店东磁,sz.002056,买入,"买入横店东磁(sz.002056) 900股，成交价20.136，成交金额18,122.57元，现金-18,136.63元，交易后持股7200股",建仓成本14.06元,20.136,900,18122.57,14.06,L8；价值线网格第8份；盘中触及结构位成交,-14.06,,7200,持有7200股,-18136.63,,,,,
248,2026-02-24,四川黄金,sz.001337,买入,"买入四川黄金(sz.001337) 3900股，成交价50.22，成交金额195,858.00元，现金-195,972.58元，交易后持股3900股",建仓成本114.58元,50.22,3900,195858.0,114.58,33三日下行试错首仓；上涨波段50%有效跌破后收盘放量收复；跳空向上加分；close_confirmed,-114.58,,3900,持有3900股,-195972.58,主流标准基本面模型入选；MA20/MA60同步上扬；基本面硬条件通过且多周期强度居前；20日强度+34.5%；60日强度+64.3%；120日强度+97.7%；距120日高点-37.4%；MA20/MA60同步上扬,MA20/MA60同步上扬,0.5,27.22 / 72.94,2025-12-30 → 2026-01-29
249,2026-02-25,四川黄金,sz.001337,卖出,"卖出四川黄金(sz.001337) 3900股，成交价49.96，成交金额194,844.00元，现金+194,632.59元，本次亏损-1,339.98元，收益率-0.68%，清仓","亏损-1,339.98元 (-0.68%)",49.96,3900,194844.0,211.41,开盘未站上50.080；跳空止损成交,-1339.98,-0.6838,0,清仓,194632.59,,,,,
250,2026-02-25,横店东磁,sz.002056,卖出,"卖出横店东磁(sz.002056) 900股，成交价21.196，成交金额19,076.38元，现金+19,052.31元，本次盈利+915.68元，收益率+5.05%，剩余6300股",盈利915.68元 (+5.05%),21.196,900,19076.38,24.08,L8；上一格卖出；盘中触及结构位成交,915.68,5.0488,6300,持有6300股,19052.31,,,,,
251,2026-02-25,厦门钨业,sh.600549,买入,"买入厦门钨业(sh.600549) 900股，成交价63.73，成交金额57,357.00元，现金-57,390.68元，交易后持股4400股",建仓成本33.68元,63.73,900,57357.0,33.68,浮盈加仓33%；回调波段50%收盘放量向上突破；close_confirmed,-33.68,,4400,持有4400股,-57390.68,主流标准基本面模型入选；MA20/MA60同步上扬；收盘站上MA20；基本面硬条件通过且多周期强度居前；20日强度+5.5%；60日强度+77.4%；120日强度+125.4%；距120日高点-8.8%；MA20/MA60同步上扬；收盘站上MA20,MA20/MA60同步上扬；收盘站上MA20,0.5,28.77 / 68.77,2025-10-23 → 2026-01-27
252,2026-02-27,株冶集团,sh.600961,买入,"买入株冶集团(sh.600961) 12500股，成交价23.85，成交金额298,125.00元，现金-298,299.40元，交易后持股12500股",建仓成本174.40元,23.85,12500,298125.0,174.4,33未三日下行首仓；回调波段50%收盘放量向上突破；close_confirmed,-174.4,,12500,持有12500股,-298299.4,主流标准基本面模型入选；MA20/MA60同步上扬；收盘站上MA20；量能高于5/10日基准1.32倍；基本面硬条件通过且多周期强度居前；20日强度+8.3%；60日强度+52.7%；120日强度+73.3%；距120日高点-13.0%；MA20/MA60同步上扬；收盘站上MA20；量能高于5/10日基准1.32倍,MA20/MA60同步上扬；收盘站上MA20；量能高于5/10日基准1.32倍,0.5,11.13 / 27.48,2025-07-31 → 2026-01-29
253,2026-03-03,株冶集团,sh.600961,卖出,"卖出株冶集团(sh.600961) 2500股，成交价23.41，成交金额58,525.00元，现金+58,461.47元，本次亏损-1,198.41元，收益率-2.01%，剩余10000股","亏损-1,198.41元 (-2.01%)",23.41,2500,58525.0,63.53,止盈条件=profit_floor；14:55收盘代理价成交,-1198.41,-2.0087,10000,持有10000股,58461.47,,,,,
254,2026-03-04,厦门钨业,sh.600549,卖出,"卖出厦门钨业(sh.600549) 1400股，成交价78.27，成交金额109,578.00元，现金+109,459.11元，本次盈利+36,511.46元，收益率+50.05%，剩余3000股","盈利36,511.46元 (+50.05%)",78.27,1400,109578.0,118.89,止盈条件=volume_node_break:2026-03-02；14:55收盘代理价成交,36511.46,50.0516,3000,持有3000股,109459.11,,,,,
255,2026-03-04,厦门钨业,sh.600549,买入,"买入厦门钨业(sh.600549) 1100股，成交价69.66，成交金额76,626.00元，现金-76,670.83元，交易后持股4100股",建仓成本44.83元,69.66,1100,76626.0,44.83,浮盈加仓50%；连阳波段一半拉回；一半位置止损；开盘已触发成交,-44.83,,4100,持有4100股,-76670.83,主流标准基本面模型入选；MA20/MA60同步上扬；收盘站上MA20；候选观察：接近21日收盘高点（非买点）；量能高于5/10日基准1.42倍；多周期均量扣低走高；基本面硬条件通过且多周期强度居前；20日强度+15.4%；60日强度+132.2%；120日强度+165.6%；距120日高点+0.0%；MA20/MA60同步上扬；收盘站上MA20；候选观察：接近21日收盘高点（非买点）；量能高于5/10日基准1.42倍；多周期均量扣低走高,MA20/MA60同步上扬；收盘站上MA20；候选观察：接近21日收盘高点（非买点）；量能高于5/10日基准1.42倍；多周期均量扣低走高,,,
256,2026-03-05,株冶集团,sh.600961,卖出,"卖出株冶集团(sh.600961) 10000股，成交价22.61，成交金额226,100.00元，现金+225,854.68元，本次亏损-12,784.84元，收益率-5.36%，清仓","亏损-12,784.84元 (-5.36%)",22.61,10000,226100.0,245.32,收盘条件止损；14:55收盘代理价成交,-12784.84,-5.3574,0,清仓,225854.68,,,,,
257,2026-03-06,厦门钨业,sh.600549,买入,"买入厦门钨业(sh.600549) 1600股，成交价73.54，成交金额117,664.00元，现金-117,732.83元，交易后持股5700股",建仓成本68.83元,73.54,1600,117664.0,68.83,浮盈加仓50%；上涨波段62.5%拉回支撑5%区域；共振=MA10；close_confirmed,-68.83,,5700,持有5700股,-117732.83,主流标准基本面模型入选；MA20/MA60同步上扬；收盘站上MA20；多周期均量扣低走高；基本面硬条件通过且多周期强度居前；20日强度+15.5%；60日强度+113.3%；120日强度+145.1%；距120日高点-4.8%；MA20/MA60同步上扬；收盘站上MA20；多周期均量扣低走高,MA20/MA60同步上扬；收盘站上MA20；多周期均量扣低走高,0.625,53.47 / 81.05,2026-02-06 → 2026-03-04
258,2026-03-09,厦门钨业,sh.600549,卖出,"卖出厦门钨业(sh.600549) 1100股，成交价71.25，成交金额78,375.00元，现金+78,289.96元，本次盈利+1,619.14元，收益率+2.11%，剩余4600股","盈利1,619.14元 (+2.11%)",71.25,1100,78375.0,85.04,收盘条件止损；14:55收盘代理价成交,1619.14,2.1118,4600,持有4600股,78289.96,,,,,
259,2026-03-09,厦门钨业,sh.600549,卖出,"卖出厦门钨业(sh.600549) 1500股，成交价71.25，成交金额106,875.00元，现金+106,759.04元，本次盈利+28,600.84元，收益率+36.59%，剩余3100股","盈利28,600.84元 (+36.59%)",71.25,1500,106875.0,115.96,止盈条件=volume_node_break:2026-03-04；14:55收盘代理价成交,28600.84,36.5935,3100,持有3100股,106759.04,,,,,
260,2026-03-11,横店东磁,sz.002056,卖出,"卖出横店东磁(sz.002056) 900股，成交价22.312，成交金额20,080.40元，现金+20,055.32元，本次盈利+1,879.24元，收益率+10.34%，剩余5400股","盈利1,879.24元 (+10.34%)",22.312,900,20080.4,25.08,L7；上一格卖出；盘中触及结构位成交,1879.24,10.3391,5400,持有5400股,20055.32,,,,,
261,2026-03-11,厦门钨业,sh.600549,卖出,"卖出厦门钨业(sh.600549) 1600股，成交价68.76，成交金额110,016.00元，现金+109,896.63元，本次亏损-7,836.20元，收益率-6.66%，剩余1500股","亏损-7,836.20元 (-6.66%)",68.76,1600,110016.0,119.37,收盘条件止损；14:55收盘代理价成交,-7836.2,-6.6559,1500,持有1500股,109896.63,,,,,
262,2026-03-11,厦门钨业,sh.600549,卖出,"卖出厦门钨业(sh.600549) 1500股，成交价68.76，成交金额103,140.00元，现金+103,028.09元，本次盈利+14,374.14元，收益率+16.21%，清仓","盈利14,374.14元 (+16.21%)",68.76,1500,103140.0,111.91,止盈条件=maximum_profit_half；14:55收盘代理价成交,14374.14,16.2138,0,清仓,103028.09,,,,,
263,2026-03-13,横店东磁,sz.002056,卖出,"卖出横店东磁(sz.002056) 900股，成交价24.66，成交金额22,194.13元，现金+22,166.94元，本次盈利+3,990.86元，收益率+21.96%，剩余4500股","盈利3,990.86元 (+21.96%)",24.66,900,22194.13,27.19,L4；上一格卖出；盘中触及结构位成交,3990.86,21.9566,4500,持有4500股,22166.94,,,,,
264,2026-03-13,横店东磁,sz.002056,卖出,"卖出横店东磁(sz.002056) 900股，成交价23.486，成交金额21,137.27元，现金+21,111.13元，本次盈利+2,935.05元，收益率+16.15%，剩余3600股","盈利2,935.05元 (+16.15%)",23.486,900,21137.27,26.14,L6；上一格卖出；盘中触及结构位成交,2935.05,16.1479,3600,持有3600股,21111.13,,,,,
265,2026-03-16,横店东磁,sz.002056,买入,"买入横店东磁(sz.002056) 800股，成交价23.486，成交金额18,788.68元，现金-18,803.08元，交易后持股4400股",建仓成本14.39元,23.486,800,18788.68,14.39,L4；价值线网格第4份；盘中触及结构位成交,-14.39,,4400,持有4400股,-18803.08,,,,,
266,2026-03-17,横店东磁,sz.002056,买入,"买入横店东磁(sz.002056) 800股，成交价22.312，成交金额17,849.25元，现金-17,863.17元，交易后持股5200股",建仓成本13.92元,22.312,800,17849.25,13.92,L6；价值线网格第6份；盘中触及结构位成交,-13.92,,5200,持有5200股,-17863.17,,,,,
267,2026-03-23,横店东磁,sz.002056,买入,"买入横店东磁(sz.002056) 900股，成交价21.196，成交金额19,076.38元，现金-19,090.92元，交易后持股6100股",建仓成本14.54元,21.196,900,19076.38,14.54,L7；价值线网格第7份；盘中触及结构位成交,-14.54,,6100,持有6100股,-19090.92,,,,,
268,2026-03-24,横店东磁,sz.002056,买入,"买入横店东磁(sz.002056) 900股，成交价20.136，成交金额18,122.57元，现金-18,136.63元，交易后持股7000股",建仓成本14.06元,20.136,900,18122.57,14.06,L8；价值线网格第8份；盘中触及结构位成交,-14.06,,7000,持有7000股,-18136.63,,,,,
269,2026-03-25,横店东磁,sz.002056,卖出,"卖出横店东磁(sz.002056) 900股，成交价21.196，成交金额19,076.38元，现金+19,052.31元，本次盈利+915.68元，收益率+5.05%，剩余6100股",盈利915.68元 (+5.05%),21.196,900,19076.38,24.08,L8；上一格卖出；盘中触及结构位成交,915.68,5.0488,6100,持有6100股,19052.31,,,,,
270,2026-03-25,四川黄金,sz.001337,买入,"买入四川黄金(sz.001337) 6400股，成交价46.76，成交金额299,264.00元，现金-299,439.07元，交易后持股6400股",建仓成本175.07元,46.76,6400,299264.0,175.07,33未三日下行首仓；上涨波段50%有效跌破后收盘放量收复；跳空向上加分；close_confirmed,-175.07,,6400,持有6400股,-299439.07,基本面硬条件通过且多周期强度居前；20日强度-9.6%；60日强度+60.5%；120日强度+66.5%；距120日高点-37.8%；MA20/MA60同步上扬,MA20/MA60同步上扬,0.5,20.36 / 72.94,2024-12-31 → 2026-01-29
271,2026-03-26,四川黄金,sz.001337,卖出,"卖出四川黄金(sz.001337) 6400股，成交价46.45，成交金额297,280.00元，现金+296,957.45元，本次亏损-2,481.62元，收益率-0.83%，清仓","亏损-2,481.62元 (-0.83%)",46.45,6400,297280.0,322.55,开盘未站上46.650；跳空止损成交,-2481.62,-0.8288,0,清仓,296957.45,,,,,
272,2026-04-10,瑞芯微,sh.603893,买入,"买入瑞芯微(sh.603893) 1700股，成交价170.02，成交金额289,034.00元，现金-289,203.08元，交易后持股1700股",建仓成本169.08元,170.02,1700,289034.0,169.08,33未三日下行首仓；上涨波段50%有效跌破后收盘放量收复；跳空向上加分；close_confirmed,-169.08,,1700,持有1700股,-289203.08,主流标准基本面模型入选；收盘站上MA20；量能高于5/10日基准1.44倍；多周期均量扣低走高,收盘站上MA20；量能高于5/10日基准1.44倍；多周期均量扣低走高,0.5,83.71 / 249.58,2024-12-18 → 2025-09-01
273,2026-04-13,瑞芯微,sh.603893,卖出,"卖出瑞芯微(sh.603893) 600股，成交价168.83，成交金额101,298.00元，现金+101,188.09元，本次亏损-883.59元，收益率-0.87%，剩余1100股",亏损-883.59元 (-0.87%),168.83,600,101298.0,109.91,"止盈条件=profit_floor,trailing_10；14:55收盘代理价成交",-883.59,-0.8657,1100,持有1100股,101188.09,,,,,
274,2026-04-14,瑞芯微,sh.603893,卖出,"卖出瑞芯微(sh.603893) 300股，成交价169.77，成交金额50,931.00元，现金+50,875.07元，本次亏损-160.77元，收益率-0.32%，剩余800股",亏损-160.77元 (-0.32%),169.77,300,50931.0,55.93,止盈条件=volume_node_break:2026-04-10；14:55收盘代理价成交,-160.77,-0.315,800,持有800股,50875.07,,,,,
275,2026-04-24,瑞芯微,sh.603893,卖出,"卖出瑞芯微(sh.603893) 400股，成交价178.65，成交金额71,460.00元，现金+71,382.47元，本次盈利+3,334.68元，收益率+4.90%，剩余400股","盈利3,334.68元 (+4.90%)",178.65,400,71460.0,77.53,止盈条件=volume_node_break:2026-04-22；14:55收盘代理价成交,3334.68,4.9005,400,持有400股,71382.47,,,,,
276,2026-04-27,瑞芯微,sh.603893,卖出,"卖出瑞芯微(sh.603893) 400股，成交价185.49，成交金额74,196.00元，现金+74,115.50元，本次盈利+6,067.71元，收益率+8.92%，清仓","盈利6,067.71元 (+8.92%)",185.49,400,74196.0,80.5,止盈条件=maximum_profit_half；14:55收盘代理价成交,6067.71,8.9168,0,清仓,74115.5,,,,,
277,2026-04-27,拓荆科技,sh.688072,买入,"买入拓荆科技(sh.688072) 600股，成交价412.51，成交金额247,506.00元，现金-247,650.79元，交易后持股600股",建仓成本144.79元,412.51,600,247506.0,144.79,33未三日下行首仓；W底收盘放量突破颈线；close_confirmed,-144.79,,600,持有600股,-247650.79,主流标准基本面模型入选；MA20/MA60同步上扬；收盘站上MA20,MA20/MA60同步上扬；收盘站上MA20,,,
278,2026-05-07,横店东磁,sz.002056,卖出,"卖出横店东磁(sz.002056) 900股，成交价19.25，成交金额17,325.00元，现金+17,302.67元，本次亏损-873.41元，收益率-4.81%，剩余5200股",亏损-873.41元 (-4.81%),19.25,900,17325.0,22.32,L1；quality_score_below_70；earnings_yoy_below_10pct；次日开盘退出,-873.41,-4.8052,5200,持有5200股,17302.67,,,,,
279,2026-05-07,横店东磁,sz.002056,卖出,"卖出横店东磁(sz.002056) 900股，成交价19.25，成交金额17,325.00元，现金+17,302.67元，本次亏损-873.41元，收益率-4.81%，剩余4300股",亏损-873.41元 (-4.81%),19.25,900,17325.0,22.32,L2；quality_score_below_70；earnings_yoy_below_10pct；次日开盘退出,-873.41,-4.8052,4300,持有4300股,17302.67,,,,,
280,2026-05-07,横店东磁,sz.002056,卖出,"卖出横店东磁(sz.002056) 900股，成交价19.25，成交金额17,325.00元，现金+17,302.67元，本次亏损-873.41元，收益率-4.81%，剩余3400股",亏损-873.41元 (-4.81%),19.25,900,17325.0,22.32,L3；quality_score_below_70；earnings_yoy_below_10pct；次日开盘退出,-873.41,-4.8052,3400,持有3400股,17302.67,,,,,
281,2026-05-07,横店东磁,sz.002056,卖出,"卖出横店东磁(sz.002056) 900股，成交价19.25，成交金额17,325.00元，现金+17,302.67元，本次亏损-873.41元，收益率-4.81%，剩余2500股",亏损-873.41元 (-4.81%),19.25,900,17325.0,22.32,L5；quality_score_below_70；earnings_yoy_below_10pct；次日开盘退出,-873.41,-4.8052,2500,持有2500股,17302.67,,,,,
282,2026-05-07,横店东磁,sz.002056,卖出,"卖出横店东磁(sz.002056) 800股，成交价19.25，成交金额15,400.00元，现金+15,379.60元，本次亏损-3,423.48元，收益率-18.21%，剩余1700股","亏损-3,423.48元 (-18.21%)",19.25,800,15400.0,20.4,L4；quality_score_below_70；earnings_yoy_below_10pct；次日开盘退出,-3423.48,-18.207,1700,持有1700股,15379.6,,,,,
283,2026-05-07,横店东磁,sz.002056,卖出,"卖出横店东磁(sz.002056) 800股，成交价19.25，成交金额15,400.00元，现金+15,379.60元，本次亏损-2,483.57元，收益率-13.90%，剩余900股","亏损-2,483.57元 (-13.90%)",19.25,800,15400.0,20.4,L6；quality_score_below_70；earnings_yoy_below_10pct；次日开盘退出,-2483.57,-13.9033,900,持有900股,15379.6,,,,,
284,2026-05-07,横店东磁,sz.002056,卖出,"卖出横店东磁(sz.002056) 900股，成交价19.25，成交金额17,325.00元，现金+17,302.67元，本次亏损-1,788.25元，收益率-9.37%，清仓","亏损-1,788.25元 (-9.37%)",19.25,900,17325.0,22.32,L7；quality_score_below_70；earnings_yoy_below_10pct；次日开盘退出,-1788.25,-9.367,0,清仓,17302.67,,,,,
285,2026-05-07,华友钴业,sh.603799,买入,"买入华友钴业(sh.603799) 4400股，成交价67.62，成交金额297,528.00元，现金-297,702.05元，交易后持股4400股",建仓成本174.05元,67.62,4400,297528.0,174.05,33未三日下行首仓；回调波段50%收盘放量向上突破；跳空向上加分；close_confirmed,-174.05,,4400,持有4400股,-297702.05,基本价值线模型入选；MA20上扬；收盘站上MA20；候选观察：接近21日收盘高点（非买点）；多周期均量扣低走高；主流标准基本面模型入选；MA20上扬；收盘站上MA20；候选观察：接近21日收盘高点（非买点）；多周期均量扣低走高,MA20上扬；收盘站上MA20；候选观察：接近21日收盘高点（非买点）；多周期均量扣低走高,0.5,32.82 / 81.47,2025-06-10 → 2026-01-26
286,2026-05-08,华友钴业,sh.603799,卖出,"卖出华友钴业(sh.603799) 4400股，成交价66.86，成交金额294,184.00元，现金+293,864.81元，本次亏损-3,837.24元，收益率-1.29%，清仓","亏损-3,837.24元 (-1.29%)",66.86,4400,294184.0,319.19,开盘未站上67.470；跳空止损成交,-3837.24,-1.289,0,清仓,293864.81,,,,,
287,2026-05-08,拓荆科技,sh.688072,买入,"买入拓荆科技(sh.688072) 200股，成交价462.8，成交金额92,560.00元，现金-92,614.15元，交易后持股800股",建仓成本54.15元,462.8,200,92560.0,54.15,浮盈加仓50%；上涨波段75.0%拉回支撑5%区域；共振=MA5；close_confirmed,-54.15,,800,持有800股,-92614.15,主流标准基本面模型入选；MA20/MA60同步上扬；收盘站上MA20；候选观察：接近21日收盘高点（非买点）；多周期均量扣低走高；基本面硬条件通过且多周期强度居前；20日强度+34.1%；60日强度+32.6%；120日强度+57.3%；距120日高点+0.0%；MA20/MA60同步上扬；收盘站上MA20；候选观察：接近21日收盘高点（非买点）；多周期均量扣低走高,MA20/MA60同步上扬；收盘站上MA20；候选观察：接近21日收盘高点（非买点）；多周期均量扣低走高,0.75,372.01 / 489.71,2026-04-27 → 2026-05-06
288,2026-05-11,华锡有色,sh.600301,买入,"买入华锡有色(sh.600301) 4800股，成交价62.45，成交金额299,760.00元，现金-299,935.36元，交易后持股4800股",建仓成本175.36元,62.45,4800,299760.0,175.36,33未三日下行首仓；回调波段50%收盘放量向上突破；close_confirmed,-175.36,,4800,持有4800股,-299935.36,基本面硬条件通过且多周期强度居前；20日强度+25.6%；60日强度+5.9%；120日强度+105.2%；距120日高点-15.8%；MA20上扬；收盘站上MA20；候选观察：接近21日收盘高点（非买点）；多周期均量扣低走高,MA20上扬；收盘站上MA20；候选观察：接近21日收盘高点（非买点）；多周期均量扣低走高,0.5,28.15 / 77.22,2025-11-05 → 2026-03-03
289,2026-05-13,华锡有色,sh.600301,卖出,"卖出华锡有色(sh.600301) 4800股，成交价59.88，成交金额287,424.00元，现金+287,112.14元，本次亏损-12,823.21元，收益率-4.28%，清仓","亏损-12,823.21元 (-4.28%)",59.88,4800,287424.0,311.86,收盘条件止损；14:55收盘代理价成交,-12823.21,-4.2753,0,清仓,287112.14,,,,,
290,2026-05-13,南亚新材,sh.688519,买入,"买入南亚新材(sh.688519) 1600股，成交价187.175，成交金额299,480.00元，现金-299,655.20元，交易后持股1600股",建仓成本175.20元,187.175,1600,299480.0,175.2,33未三日下行首仓；连阳波段一半拉回；一半位置止损；盘中触及结构位成交,-175.2,,1600,持有1600股,-299655.2,主流标准基本面模型入选；MA20/MA60同步上扬；收盘站上MA20；候选观察：接近21日收盘高点（非买点）；量能高于5/10日基准1.23倍；多周期均量扣低走高；基本面硬条件通过且多周期强度居前；20日强度+47.7%；60日强度+146.2%；120日强度+184.7%；距120日高点+0.0%；MA20/MA60同步上扬；收盘站上MA20；候选观察：接近21日收盘高点（非买点）；量能高于5/10日基准1.23倍；多周期均量扣低走高,MA20/MA60同步上扬；收盘站上MA20；候选观察：接近21日收盘高点（非买点）；量能高于5/10日基准1.23倍；多周期均量扣低走高,,,
291,2026-05-14,南亚新材,sh.688519,卖出,"卖出南亚新材(sh.688519) 1600股，成交价180.6，成交金额288,960.00元，现金+288,646.48元，本次亏损-11,008.72元，收益率-3.67%，清仓","亏损-11,008.72元 (-3.67%)",180.6,1600,288960.0,313.52,收盘条件止损；14:55收盘代理价成交,-11008.72,-3.6738,0,清仓,288646.48,,,,,
292,2026-05-15,宏达电子,sz.300726,买入,"买入宏达电子(sz.300726) 5500股，成交价53.95，成交金额296,725.00元，现金-296,898.58元，交易后持股5500股",建仓成本173.58元,53.95,5500,296725.0,173.58,33未三日下行首仓；连阳波段一半拉回；一半位置止损；盘中触及结构位成交,-173.58,,5500,持有5500股,-296898.58,基本面硬条件通过且多周期强度居前；20日强度+35.2%；60日强度+18.3%；120日强度+37.9%；距120日高点+0.0%；MA20/MA60同步上扬；收盘站上MA20；候选观察：接近21日收盘高点（非买点）；量能高于5/10日基准1.21倍；多周期均量扣低走高,MA20/MA60同步上扬；收盘站上MA20；候选观察：接近21日收盘高点（非买点）；量能高于5/10日基准1.21倍；多周期均量扣低走高,,,
293,2026-05-19,拓荆科技,sh.688072,买入,"买入拓荆科技(sh.688072) 200股，成交价554.63，成交金额110,926.00元，现金-110,990.89元，交易后持股1000股",建仓成本64.89元,554.63,200,110926.0,64.89,"浮盈加仓50%；上涨波段75.0%拉回支撑5%区域；共振=MA5,MA10；close_confirmed",-64.89,,1000,持有1000股,-110990.89,主流标准基本面模型入选；MA20/MA60同步上扬；收盘站上MA20；候选观察：接近21日收盘高点（非买点）；量能高于5/10日基准1.24倍；多周期均量扣低走高；基本面硬条件通过且多周期强度居前；20日强度+30.6%；60日强度+60.4%；120日强度+56.1%；距120日高点-0.9%；MA20/MA60同步上扬；收盘站上MA20；候选观察：接近21日收盘高点（非买点）；量能高于5/10日基准1.24倍；多周期均量扣低走高,MA20/MA60同步上扬；收盘站上MA20；候选观察：接近21日收盘高点（非买点）；量能高于5/10日基准1.24倍；多周期均量扣低走高,0.75,372.01 / 564.7,2026-04-27 → 2026-05-15
294,2026-05-21,拓荆科技,sh.688072,卖出,"卖出拓荆科技(sh.688072) 200股，成交价605.88，成交金额121,176.00元，现金+121,044.52元，本次盈利+38,494.26元，收益率+46.63%，剩余800股","盈利38,494.26元 (+46.63%)",605.88,200,121176.0,131.48,止盈条件=trailing_10；14:55收盘代理价成交,38494.26,46.6313,800,持有800股,121044.52,,,,,
295,2026-05-21,宏达电子,sz.300726,卖出,"卖出宏达电子(sz.300726) 1100股，成交价56.03，成交金额61,633.00元，现金+61,566.13元，本次盈利+2,186.41元，收益率+3.68%，剩余4400股","盈利2,186.41元 (+3.68%)",56.03,1100,61633.0,66.87,止盈条件=profit_floor；14:55收盘代理价成交,2186.41,3.6821,4400,持有4400股,61566.13,,,,,
296,2026-05-21,华峰测控,sh.688200,买入,"买入华峰测控(sh.688200) 1000股，成交价289.98，成交金额289,980.00元，现金-290,149.64元，交易后持股1000股",建仓成本169.64元,289.98,1000,289980.0,169.64,33未三日下行首仓；连阳波段一半拉回；一半位置止损；盘中触及结构位成交,-169.64,,1000,持有1000股,-290149.64,主流标准基本面模型入选；MA20/MA60同步上扬；收盘站上MA20；候选观察：接近21日收盘高点（非买点）；基本面硬条件通过且多周期强度居前；20日强度+56.2%；60日强度+55.3%；120日强度+177.4%；距120日高点+0.0%；MA20/MA60同步上扬；收盘站上MA20；候选观察：接近21日收盘高点（非买点）,MA20/MA60同步上扬；收盘站上MA20；候选观察：接近21日收盘高点（非买点）,,,
297,2026-05-22,华峰测控,sh.688200,卖出,"卖出华峰测控(sh.688200) 200股，成交价303.33，成交金额60,666.00元，现金+60,600.18元，本次盈利+2,570.25元，收益率+4.43%，剩余800股","盈利2,570.25元 (+4.43%)",303.33,200,60666.0,65.82,止盈条件=profit_floor；14:55收盘代理价成交,2570.25,4.4292,800,持有800股,60600.18,,,,,
